1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Intel Core i9 Processor (11th Gen),32 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Premium Support Plus (Includes ADP),NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,"Windows 11 Home, MSI Center, CoolerBoost",2 Year On-Site & Carry-In Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Quad Core Processor (10th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|1 TB SSD,35.56 cm (14 inch) Display,1 Year Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display,"Windows 11 Home, MSI Center, CoolerBoost",2 Year On-Site & Carry-In Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,NA,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office 2019 Home & Student,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home,2 Year Warranty by MSI,NA,NA,NA,NA,NA,NA,NA,NA
Processor: AMD Ryzen 7-5825U (2.00 GHz up to 4.50 GHz),RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 512GB SSD,Software: Win 11 + Office H&S 2021,"Display: 15.6"" FHD WVA AG Narrow Border 120Hz 250 nits","Ports: 1 USB 3.2 Gen 1 port, 1 USB 3.2 Gen 1 Type-C port, 1 USB 2.0 port, 1 Headset jack, 1 HDMI 1.4 port*, 1 SD 3.0 card slot",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee",1 Year On site Manufacturing warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"McAfee LiveSafe (30 day Free trial), Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant, HP SSRM",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year McAfee",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",1 Year International Travelers Warranty (ITW),NA,NA,NA,NA,NA,NA,NA,NA
Processor: Intel i3-1125G4 (2.00 GHz up to 3.70 GHz),RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 256GB SSD,Software: Win 11 + Office H&S 2021,"Display: 14.0"" FHD WVA Truelife Touch Narrow Border 60Hz","Ports: ""1 HDMI out 1.4a, 2 USB 3.2 Gen 1 Type-A, 1 USB 3.2 Gen 2 Type-C with Power Delivery and Video, 1 DC-in port, 1 3.5mm Headphone/Microphone combination jack""",WiFi & BT: Intel Wi-Fi 6 2x2 (Gig+) and Bluetooth 5.1,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,Office Home and Student 2021,1 Year Onsite Warranty,NA,NA
Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"Cooler Boost, True Color 2.0, Nahimic 3, Creator Center",1 Year Carry In Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office 2019 Home & Student,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,36.83 cm (14.5 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,NA,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
Intel Pentium Silver Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,"PCI-e SSD (NVMe) ready,Silver-Lining Print Keyboard,Matrix Display (Extend),Cooler Boost 5,Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel,RGB Gaming Keyboard,Speaker Tuning Engine,MSI Center",1 Year On-Site Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"""HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart, Microsoft Office Home & Student 2019 """,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Hardware Service,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"McAfee LiveSafe (30 day Free trial), Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant, HP SSRM",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Configuration Manager, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,1 year Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB LPDDR4 RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 YEAR WAARANTY,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,34.04 cm (13.4 inch) Touchscreen Display,Microsoft Office Home & Student,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (5th Gen),8 GB DDR3 RAM,64 bit Mac OS Operating System,128 GB SSD,33.78 cm (13.3 inch) Display,"Built-in Apps: Siri, Safari, App Store, iMovie, GarageBand, Keynote, FaceTime, iBooks, iTunes",1 Year Carry In Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,NA,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11 Home, MSI Center, CoolerBoost",2 Year On-Site & Carry-In Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year McAfee",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office 2019 Home & Student,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3,RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSD,Graphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6),"Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard Orange",Color: Dark Shadow Grey,Ports: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/mic,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Premium Support,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"McAfee LiveSafe (30 day Free trial), Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant, HP SSRM",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,NA,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",2 Year On-Site Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,DOS Operating System,512 GB SSD,35.56 cm (14 inch) Display,DOS,1Year,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Collection, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,12 Months,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,"Built-in Apps: Keynote, Siri, Safari, FaceTime, App Store, iTunes, Time Machine, iMovie, GarageBand, Pages, Notes",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Premium Support,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,NA,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,"HP Documentation, HP SSRM, HP Smart, Microsoft Office 2019, McAfeeLiveSafe 30 day trial, HP Support Assistant",1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-In Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,NA,NA,NA,NA,NA,NA,NA,NA
AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel, MSI Cente, Silky Smooth Touchpad, Military-Grade Durability",1 Year On-Site Warranty,NA,NA,NA,NA,NA,NA,NA,NA
