Brand,Processor,Storage,RAM,OS,Display,Office,Warranty,Price
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty Term,"₹73,990"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹44,348"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹39,990"
acer,Intel Core i5 Processor (8th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year International Travelers Warranty (ITW),"₹59,434"
HP,Intel Core i5 Processor (7th Gen),1 TB HDD|128 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,02,551"
ASUS,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,Chrome Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹25,990"
MSI,Intel Core i7 Processor (11th Gen),2 TB SSD,32 GB DDR4 RAM,64 bit Windows 10 Operating System,"SteelSeries Engine 3, Cooler Boost 5, Nahimic 3, Speaker Tuning Engine, Mini-Display Port Support , MSI Center",,2 Years Warranty Term,"₹2,91,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹40,200"
realme,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Domestic Warranty,"₹46,990"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,,"₹71,990"
Infinix,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹35,990"
ASUS,Intel Core i7 Processor (10th Gen),2 TB SSD,16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹2,33,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹96,579"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹3,29,990"
Lenovo,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹60,999"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,14,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,22,990"
Lenovo,Intel Celeron Dual Core Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,29.46 cm (11.6 Inch) Display,Office Home and Student 2021,1 Year Onsite�Warranty,"₹23,240"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,00,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹1,51,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹94,990"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹67,477"
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹67,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹77,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,2 Years Warranty,"₹35,990"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹70,748"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,47,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,57,990"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹76,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,48,990"
ASUS,Intel Core i7 Processor (8th Gen),512 GB SSD,16 GB DDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year Onsite Warranty,"₹99,990"
DELL,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,38.0 cm (14.96 Inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹40,090"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,"₹48,990"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹40,990"
DELL,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,38.0 cm (14.96 Inch) Display,"RAM & Storage: 8GB DDR4, 256GB SSD, WIN 11 + Office H&S 2021",1 Year Onsite Warranty,"₹44,200"
acer,AMD Ryzen 3 Dual Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹34,490"
Lenovo,Intel Core i5 Processor (8th Gen),1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹56,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, System Diagnosis (All models), Splendid (All Models), Tru2Life (Intel Platform Models), Keyboard Hotkeys (All Models), AppDeals (All Models), Link to MyASUS (All Models, Bluetooth Needed)",1 Year Onsite Warranty,"₹47,990"
APPLE,Apple M1 Max Processor,1 TB SSD,32 GB Unified Memory RAM,Mac OS Operating System,41.15 cm (16.2 inch) Display,,1 Year Limited Warranty,"₹3,06,990"
GIGABYTE,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty,"₹1,49,990"
Lenovo,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office 2021,2 Year Warranty,"₹37,900"
MSI,Intel Core i7 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year On-Site & Carry-In Warranty,"₹90,990"
ASUS,Intel Core i9 Processor (12th Gen),2 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹3,31,990"
acer,AMD Ryzen 3 Dual Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹34,490"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹40,990"
Lenovo,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office 2021,2 Year Warranty,"₹37,900"
MSI,Intel Core i7 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year On-Site & Carry-In Warranty,"₹90,990"
ASUS,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,Chrome Operating System,29.46 cm (11.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹22,990"
ASUS,Intel Core i9 Processor (12th Gen),2 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹3,31,990"
Lenovo,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹1,29,610"
ASUS,Intel Core i7 Processor (7th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,46,490"
Lenovo,Intel Celeron Dual Core Processor,,4 GB LPDDR4X RAM,64 bit Chrome Operating System,29.46 cm (11.6 inch) Touchscreen Display,,1 Year Onsite�Warranty,"₹28,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,,,"₹95,890"
ASUS,Intel Core i7 Processor (10th Gen),1 TB SSD,16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹1,54,990"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,"₹54,450"
acer,Intel Core i7 Processor (7th Gen),256 GB SSD,8 GB DDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year International Travelers Warranty (ITW),"₹1,19,990"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹89,590"
HP,AMD Ryzen 3 Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹31,490"
ASUS,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,,"₹33,990"
Lenovo,Intel Core i7 Processor (8th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0",1 Year Onsite Warranty,"₹86,000"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹2,47,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹1,08,689"
DELL,Intel Core i5 Processor (7th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2016,,"₹76,990"
acer,Intel Core i7 Processor (10th Gen),2 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,59,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,49,990"
acer,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year International Travelers Warranty (ITW),"₹97,938"
Lenovo,AMD Ryzen 7 Octa Core Processor,2 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,"₹1,36,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,,"₹78,061"
Lenovo,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹65,990"
MSI,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Year On-Site & Carry-In Warranty,"₹1,29,990"
Lenovo,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Carry-in Warranty,"₹1,39,390"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹70,990"
MSI,Intel Core i5 Processor (9th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Years Carry In Warranty,"₹58,499"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹57,990"
acer,Intel Core i3 Processor (11th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹35,890"
ASUS,Intel Pentium Quad Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,"₹28,990"
HP,Intel Core i7 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹91,570"
DELL,Intel Core i7 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹2,09,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹1,09,990"
GIGABYTE,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹89,990"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.02 cm (13 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹73,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,,1 Year Onsite Warranty,"₹92,395"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹57,750"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹60,700"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB LPDDR4X RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Carry-in Warranty,"₹76,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Carry-in Warranty,"₹31,990"
Lenovo,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0",1 Year Onsite Warranty,"₹74,990"
Lenovo,AMD Ryzen 3 Dual Core Processor (3rd Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹35,399"
DELL,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,03,900"
DELL,Intel Core i3 Processor (11th Gen),512 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹45,990"
Lenovo,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Carry-in Warranty,"₹1,11,810"
DELL,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,03,900"
DELL,Intel Core i3 Processor (11th Gen),512 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹45,990"
Lenovo,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Carry-in Warranty,"₹1,11,810"
HP,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹43,550"
Lenovo,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0",1 Year Onsite Warranty,"₹74,990"
Lenovo,AMD Ryzen 3 Dual Core Processor (3rd Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹35,399"
Infinix,Intel Celeron Quad Core Processor,128 GB SSD,4 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹20,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,"""Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts """,1 Year Onsite Warranty,"₹79,490"
DELL,AMD Ryzen 3 Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,,"₹36,690"
ASUS,Intel Celeron Dual Core Processor,,4 GB DDR4 RAM,64 bit Windows 11 Operating System,29.46 cm (11.6 Inch) Display,,,"₹21,990"
MSI,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Year Warranty Term for Gaming & Content Creation (EU-WE),"₹1,14,990"
acer,Intel Core i5 Processor (7th Gen),256 GB SSD,8 GB DDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Acer Care Center, Acer Configuration Manager, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 2016",1 Year International Travelers Warranty (ITW),"₹86,867"
acer,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹64,500"
acer,Intel Core i7 Processor (10th Gen),1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,05,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹84,198"
Lenovo,AMD Ryzen 5 Hexa Core Processor,1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office (Trial Only),1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹60,490"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹79,990"
ASUS,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,Chrome Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹25,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹1,06,790"
Lenovo,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,2 Years Warranty,"₹36,890"
acer,Intel Celeron Dual Core Processor,128 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,29.46 cm (11.6 Inch) Display,,1 Year Onsite Warranty,"₹20,990"
