Brand,Features,Price
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB LPDDR4X RAM', 3: '64 bit Windows 11 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹44,990"
Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Carry-in Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹33,900"
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Acer Collection, Quick Access, Acer Product Registration', 7: '1 Year International Travelers Warranty (ITW)', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,00,500"
ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'My Asus, Splendid, Tru2Life', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹87,390"
DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060)...,"{1: 'AMD Ryzen 9 Octa Core Processor', 2: '16 GB DDR5 RAM', 3: 'Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Premium Support', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,46,990"
DELL Vostro Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '40.64 cm (16 inch) Display', 6: 'Office Home and Student 2021', 7: '1 Year Onsite Hardware Service', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹76,205"
ASUS Ryzen 5 Hexa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB512WS Laptop,"{1: 'AMD Ryzen 5 Hexa Core Processor (10th Gen)', 2: '16 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '40.64 cm (16 inch) Display', 6: '1 year Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹55,990"
HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 13-AY1065AU Thin and Light Laptop,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '33.78 cm (13.3 inch) Touchscreen Display', 6: '1 Year Domestic Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹74,990"
MSI GS66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 ...,"{1: 'Pre-installed Genuine Windows 10 Home OS', 2: 'Intel Core i7 Processor (11th Gen)', 3: '16 GB DDR4 RAM', 4: '64 bit Windows 10 Operating System', 5: '1 TB SSD', 6: '39.62 cm (15.6 inch) Display', 7: 'SteelSeries Engine 3, Cooler Boost 5, Nahimic 3, Speaker Tuning Engine, MSI Center', 8: '2 Years Warranty Term', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,06,990"
ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,"{1: 'NVIDIA GeForce GTX 1660 Ti', 2: '15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits', 3: 'Alienware Cryo-tech thermal technology to keep the system cool and running at highest performance', 4: 'Tobii-eye tracking to track head pose, presence, fine gaze and eye position', 5: 'In-built Alienware Command center software with enhanced control over system settings', 6: 'Intel Core i7 Processor (10th Gen)', 7: '16 GB DDR4 RAM', 8: '64 bit Windows 10 Operating System', 9: '512 GB SSD', 10: '39.62 cm (15.6 inch) Display', 11: 'Microsoft Office Home and Student 2019', 12: '1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,99,990"
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,"{1: 'AMD Ryzen 9 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home & Student', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,50,990"
ASUS ExpertBook P1 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '4 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '35.56 cm (14 inch) Display', 6: '1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹61,249"
GIGABYTE G5 MD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '2 year carry on warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹76,990"
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Touchscreen Display', 6: 'Microsoft Office Home & Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹78,990"
acer Aspire 7 Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"{1: 'AMD Ryzen 5 Quad Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Acer Collection, Quick Access, Acer Product Registration, Acer Care Center', 7: '1 Year International Travelers Warranty (ITW)', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹51,990"
DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light La...,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Office Home and Student 2019 included', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹45,590"
Lenovo IdeaPad Gaming 3i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Warranty + 1 Year Premium Care + 1 Year ADP', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹75,090"
Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 10 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 inch) Display', 6: '2 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹38,980"
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15 -ADA Laptop,"{1: 'AMD Ryzen 3 Dual Core Processor', 2: '4 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Warranty Term', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹31,490"
HP Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Light Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'HP Documentation, HP SSRM, HP Smart, Microsoft Office 2019, McAfeeLiveSafe 30 day trial, HP Support Assistant', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹41,150"
ASUS ExpertBook P1 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '35.56 cm (14 inch) Display', 6: '1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹62,490"
MSI Creator M16 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) Creator M16 A12UD-...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '40.64 cm (16 inch) Display', 6: 'Windows 11 Home, MSI Center, CoolerBoost', 7: '2 Year On-Site & Carry-In Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,09,990"
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '40.64 cm (16 inch) Display', 6: 'Office Home and Student 2021', 7: '1 Year Onsite Hardware Service', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹67,115"
acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Notebook,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year International Travelers Warranty (ITW)', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹34,610"
MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: '1 Years Carry in Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹56,990"
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB LPDDR4X RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹49,990"
DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Office Home and Student 2021', 7: '1 Year Premium Support', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹98,990"
HP Victus Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '40.89 cm (16.1 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,03,070"
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year International Travelers Warranty (ITW)', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹57,990"
HP Chromebook Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na0002TU Chromebook,"{1: 'Intel Celeron Dual Core Processor', 2: '4 GB DDR4 RAM', 3: '64 bit Chrome Operating System', 4: '35.56 cm (14 inch) Touchscreen Display', 5: '1 Year Onsite Warranty', 6: 'NA', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹27,490"
ASUS TUF Gaming F17 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '43.94 cm (17.3 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹73,990"
Lenovo Yoga Slim 7 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '8 GB LPDDR4X RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹90,715"
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '40.64 cm (16 Inch) Touchscreen Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,71,990"
ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹80,990"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Carry-In Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹66,990"
ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"{1: 'Intel Core i9 Processor (12th Gen)', 2: '16 GB LPDDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '34.04 cm (13.4 Inch) Touchscreen Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,81,990"
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,57,990"
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹42,990"
Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '4 GB DDR4 RAM', 3: 'Windows 10 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹37,890"
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Lapto...,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Touchscreen Display', 6: 'Office Home and Student 2021', 7: '1 Year Onsite Hardware Service', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹80,615"
DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Premium Support', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,04,029"
HP 15s Intel Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery, HP Smart', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹41,700"
ASUS Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ382WS Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Manufacturer', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹33,990"
DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '35.56 cm (14 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹45,090"
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB G...,"{1: 'AMD Ryzen 7 Octa Core Processor (4th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '35.56 cm (14 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹73,140"
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR3 RAM', 3: 'Mac OS Operating System', 4: '512 GB SSD', 5: '33.78 cm (13.3 inch) Display', 6: 'Built-in Apps: Keynote, Siri, Safari, FaceTime, App Store, iTunes, Time Machine, iMovie, GarageBand, Pages, Notes', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,63,990"
HP Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop,"{1: 'AMD Ryzen 3 Dual Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹37,990"
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB LPDDR4X RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '33.78 cm (13.3 Inch) Touchscreen Display', 6: '1 Year onsite warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹87,990"
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin and Light La...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹50,990"
APPLE MacBook Air Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MQD32HN/A,"{1: 'Intel Core i5 Processor (5th Gen)', 2: '8 GB DDR3 RAM', 3: '64 bit Mac OS Operating System', 4: '128 GB SSD', 5: '33.78 cm (13.3 inch) Display', 6: 'Built-in Apps: Siri, Safari, App Store, iMovie, GarageBand, Keynote, FaceTime, iBooks, iTunes', 7: '1 Year Carry In Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹74,490"
ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '16 GB LPDDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹89,990"
