Brand,Features,Price
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019, AppDeals, Splendid, Tru2Life, Link to MyASUS', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹63,990"
realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,"{1: 'Powered by 11th Gen Intel Evo Core i5 Processor', 2: 'Microsoft Office 2019 Home & Student Included', 3: 'Stylish Thin and Light Laptop without Optical Disk Drive', 4: 'Intel Core i5 Processor (11th Gen)', 5: '8 GB DDR4 RAM', 6: '64 bit Windows 10 Operating System', 7: '512 GB SSD', 8: '35.56 cm (14 inch) Display', 9: 'Microsoft Office 2019 Home & Student', 10: '1 Year Domestic Warranty', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹59,990"
acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"{1: 'Free upgrade to Windows 11 when available', 2: 'Intel Core i5 Processor (10th Gen)', 3: '8 GB DDR4 RAM', 4: '64 bit Windows 10 Operating System', 5: '512 GB SSD', 6: '39.62 cm (15.6 inch) Display', 7: 'Quick Access, Acer Care Center, Acer Product Registration, Acer Collection', 8: '1 Year International Travelers Warranty', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹53,990"
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"{1: 'Apple M1 Processor', 2: '8 GB DDR4 RAM', 3: 'Mac OS Operating System', 4: '256 GB SSD', 5: '33.78 cm (13.3 inch) Display', 6: 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', 7: '1 Year Limited Warra\xadnty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹92,990"
ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Office Home and Student 2021', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹35,990"
"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...","{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home & Student 2021', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹42,590"
HP Laptop with Backlit Keyboard Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2512tu Lapt...,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹44,390"
ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK521WS Thin and ...,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'Microsoft Office Home & Student 2021', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹56,990"
ASUS VivoBook Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Lapto...,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹35,990"
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019, AppDeals, Splendid, Tru2Life, Link to MyASUS', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹63,990"
realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,"{1: 'Powered by 11th Gen Intel Evo Core i5 Processor', 2: 'Microsoft Office 2019 Home & Student Included', 3: 'Stylish Thin and Light Laptop without Optical Disk Drive', 4: 'Intel Core i5 Processor (11th Gen)', 5: '8 GB DDR4 RAM', 6: '64 bit Windows 10 Operating System', 7: '512 GB SSD', 8: '35.56 cm (14 inch) Display', 9: 'Microsoft Office 2019 Home & Student', 10: '1 Year Domestic Warranty', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹59,990"
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A,"{1: 'Apple M1 Max Processor', 2: '32 GB Unified Memory RAM', 3: 'Mac OS Operating System', 4: '1 TB SSD', 5: '41.15 cm (16.2 inch) Display', 6: 'iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', 7: '1 Year Limited Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹3,09,490"
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹42,490"
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 16-B...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '40.89 cm (16.1 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,25,680"
Lenovo IdeaPad 3 CB Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14IGL05 Thin and Light Lap...,"{1: 'Intel Celeron Dual Core Processor', 2: '4 GB DDR4 RAM', 3: 'Chrome Operating System', 4: '35.56 cm (14 Inch) Display', 5: '1 Year Carry-in Warranty', 6: 'NA', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹18,700"
HP Ryzen 3 Hexa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-E...,"{1: 'AMD Ryzen 3 Hexa Core Processor (4th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹64,590"
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"{1: 'Apple M2 Processor', 2: '8 GB Unified Memory RAM', 3: 'Mac OS Operating System', 4: '256 GB SSD', 5: '34.54 cm (13.6 Inch) Display', 6: 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', 7: '1 Year Limited Warra\xadnty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,13,990"
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB LPDDR4X RAM', 3: '64 bit Windows 11 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'NA', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹29,990"
ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '43.94 cm (17.3 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,14,990"
HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'Microsoft Office Home & Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹59,890"
DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"{1: 'NVIDIA RTX 3050 Graphics upto 90W TGP', 2: '15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)', 3: 'Alienware Command Center', 4: 'AMD Ryzen 7 Octa Core Processor', 5: '16 GB DDR4 RAM', 6: '64 bit Windows 11 Operating System', 7: '512 GB SSD', 8: '39.62 cm (15.6 inch) Display', 9: 'Office Home and Student 2021', 10: '1 Year Premium Support', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹88,800"
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Carry-in Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹65,490"
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB LPDDR4X RAM', 3: '64 bit Windows 11 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'NA', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹29,990"
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,"{1: 'Apple M1 Pro Processor', 2: '16 GB Unified Memory RAM', 3: 'Mac OS Operating System', 4: '1 TB SSD', 5: '41.15 cm (16.2 inch) Display', 6: 'iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', 7: '1 Year Limited Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,42,990"
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) C...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '2 Year On-Site & Carry-In Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,49,990"
ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹65,990"
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,"{1: 'Apple M1 Pro Processor', 2: '16 GB Unified Memory RAM', 3: 'Mac OS Operating System', 4: '1 TB SSD', 5: '41.15 cm (16.2 inch) Display', 6: 'iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', 7: '1 Year Limited Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,42,990"
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) C...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '2 Year On-Site & Carry-In Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,49,990"
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Carry-in Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹65,490"
MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'Cooler Boost, True Color 2.0, Nahimic 3, Creator Center', 7: '1 Year Carry In Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹74,990"
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"{1: 'Stylish & Portable Thin and Light Laptop', 2: '14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display)', 3: 'Finger Print Sensor for Faster System Access', 4: 'Light Laptop without Optical Disk Drive', 5: 'Intel Core i3 Processor (11th Gen)', 6: '8 GB DDR4 RAM', 7: '64 bit Windows 10 Operating System', 8: '256 GB SSD', 9: '35.56 cm (14 inch) Display', 10: 'NA', 11: '1 Year Domestic Warranty', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹46,990"
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹87,990"
ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '43.94 cm (17.3 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹86,990"
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,"{1: 'AMD Ryzen 9 Octa Core Processor', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,11,990"
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin and Light...,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Hardware Service', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹67,990"
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub T...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '2 Years Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹50,499"
MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"{1: 'Intel Core i9 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '40.64 cm (16 inch) Display', 6: '2 Year On-Site Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,10,990"
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹64,990"
Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800LAIN Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 YEAR', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹40,990"
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lap...,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 Inch) Touchscreen Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹77,070"
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and ...,"{1: 'Intel Core i3 Processor (12th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 Inch) Touchscreen Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹49,990"
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin ...,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Hardware Service', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹68,782"
ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,"{1: 'Intel Core i9 Processor (12th Gen)', 2: '32 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹3,01,990"
Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light ...,"{1: 'Intel Celeron Dual Core Processor (4th Gen)', 2: '4 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 inch) Display', 6: '1 Year Onsite�Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹25,950"
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light ...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 Inch) Touchscreen Display', 6: '1 Year Onsite Hardware Service', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹95,090"
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,"{1: 'Processor: 11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2 GHz),', 2: 'Memory & Storage:8GB DDR4, 2666MHz | 512GB M.2 PCIe NVMe Solid State Drive', 3: 'Display:14.0-inch FHD (1920 x 1080) Anti-glare LED Backlight Narrow Border WVA Display', 4: 'Graphics: Dedicated NVIDIA MX330 2GB GDDR5', 5: 'Operating System & Software:Windows 10 Home Single Language | Microsoft Office Home and Student 2019', 6: 'I/O ports: 2x USB 3.2 Gen-1, 1xUSB 2.0, 1xHDMI port, 1xEthernet port,1x Headset jack, 1xSD Media Card Reader', 7: 'Intel Core i5 Processor (11th Gen)', 8: '8 GB DDR4 RAM', 9: '64 bit Windows 10 Operating System', 10: '512 GB SSD', 11: '88.9 cm (35 cm) Display', 12: '1 Year Onsite Warranty', 13: 'NA', 14: 'NA', 15: 'NA'}","₹54,990"
acer Aspire 3 Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,"{1: 'Intel Pentium Silver Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '256 GB SSD', 5: '35.56 cm (14 inch) Display', 6: '1 Year International Travelers Warranty (ITW)', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹29,490"
Lenovo Ideapad 3 Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,"{1: 'AMD Athlon Dual Core Processor', 2: '4 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹29,990"
