Brand,Processor_Brand,Processor_Type,Storage_SSD,Storage_HDD,RAM_GB,RAM_Type,OS,Display_Size,Display_Type,Office,Warranty,Price
ASUS,Intel,Core i3  - 11th Gen,256,0,8,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,35990
APPLE,Apple,M1 Max,1024,0,32,Unified Memory,Mac,16.2,Normal,Not Available,1 Year Limited Warranty,309490
ASUS,Intel,Core i5  - 11th Gen,256,1024,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,63990
realme,Intel,Core i5  - 11th Gen,512,0,8,DDR4,64 bit Windows 10,14.0,Normal,Office Home & Student 2019,1 Year Domestic Warranty,59990
DELL,Intel,Core i3  - 10th Gen,256,1024,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,42590
HP,Intel,Core i3  - 11th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,44390
HP,Intel,Core i3  - 11th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,42490
HP,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,16.1,Normal,Not Available,1 Year Onsite Warranty,125680
HP,AMD,Ryzen 3 Hexa Core  - 4th Gen,512,0,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,64590
APPLE,Apple,M2,256,0,8,Unified Memory,Mac,13.6,Normal,Not Available,1 Year Onsite Warranty,113990
ASUS,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,114990
HP,AMD,Ryzen 7 Octa Core,512,0,8,DDR4,64 bit Windows 10,14.0,Normal,Office Home & Student 2019,1 Year Onsite Warranty,59890
DELL,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,88800
Lenovo,Intel,Core i5  - 11th Gen,512,0,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,65490
APPLE,Apple,M1 Pro,1024,0,16,Unified Memory,Mac,16.2,Normal,Not Available,1 Year Limited Warranty,242990
MSI,Intel,Core i7  - 12th Gen,1024,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,149990
ASUS,Intel,Core i7  - 10th Gen,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,65990
MSI,Intel,Core i7  - 10th Gen,512,0,16,DDR4,64 bit Windows 10,14.0,Normal,Not Available,1 Year Carry In Warranty,74990
ASUS,AMD,Ryzen 7 Octa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,87990
ASUS,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 10,17.3,Normal,Not Available,1 Year Onsite Warranty,86990
ASUS,AMD,Ryzen 9 Octa Core,1024,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,211990
DELL,Intel,Core i5  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,67990
Lenovo,Intel,Core i5  - 11th Gen,256,0,8,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,2 Year Warranty,50499
MSI,Intel,Core i9  - 11th Gen,1024,0,16,DDR4,64 bit Windows 10,16.0,Normal,Not Available,2 Year Onsite Warranty,210990
HP,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,64990
Lenovo,Intel,Core i3  - 11th Gen,512,0,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,40990
HP,Intel,Core i5  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,14.0,Touchscreen,Not Available,1 Year Onsite Warranty,77070
ASUS,Intel,Core i3  - 12th Gen,512,0,8,DDR4,64 bit Windows 11,14.0,Touchscreen,Not Available,1 Year Onsite Warranty,49990
DELL,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,68782
ASUS,Intel,Core i9  - 12th Gen,1024,0,32,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,301990
Lenovo,Intel,Celeron Dual Core  - 4th Gen,256,0,4,DDR4,64 bit Windows 10,14.0,Normal,Not Available,1 Year Onsite Warranty,25950
DELL,Intel,Core i7  - 12th Gen,512,0,16,DDR5,64 bit Windows 11,14.0,Touchscreen,Not Available,1 Year Onsite Warranty,95090
acer,Intel,Pentium Silver,256,0,8,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year International Travelers Warranty,29490
ASUS,AMD,Ryzen 9 Octa Core,1024,0,16,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,196990
acer,AMD,Ryzen 5 Hexa Core,512,0,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,63990
Lenovo,Intel,Core i5  - 10th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,72490
ASUS,AMD,Ryzen 7 Octa Core,512,0,8,DDR4,64 bit Windows 10,14.0,Normal,Office Home & Student 2019,1 Year Onsite Warranty,57990
Lenovo,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Office Trial Only,1 Year Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,60490
MSI,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,17.3,Normal,Not Available,2 Year Onsite & Carry In Warranty,190890
MSI,AMD,Ryzen 9 Octa Core  - 5th Gen,1024,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,129990
ASUS,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,88990
ASUS,Intel,Pentium Silver,256,0,8,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,31990
DELL,Intel,Core i3  - 10th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,41890
DELL,AMD,Ryzen 5 Hexa Core,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,79490
Lenovo,AMD,Ryzen 7 Octa Core,1024,0,16,DDR4,64 bit Windows 11,16.0,Normal,Office Home & Student 2019,3 Year Onsite Warranty + 3 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,131490
ASUS,AMD,Ryzen 7 Octa Core  - 5th Gen,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,89990
DELL,Intel,Core i5  - 11th Gen,256,1024,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,62158
MSI,Intel,Core i7  - 11th Gen,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,2 Year Onsite Warranty,123490
DELL,Intel,Core i3  - 11th Gen,256,0,8,DDR4,64 bit Windows 11,14.96,Normal,Office Home & Student 2021,1 Year Onsite Warranty,42690
ASUS,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,16.0,Normal,Not Available,1 Year Onsite Warranty,179990
ASUS,Intel,Core i3  - 11th Gen,512,0,8,LPDDR4X,Windows 11,14.0,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,49990
ASUS,Intel,Core i5  - 11th Gen,512,0,8,LPDDR4X,Windows 11,14.0,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,66490
DELL,Intel,Core i5  - 11th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,58276
MSI,Intel,Core i5  - 11th Gen,512,0,8,DDR4,64 bit Windows 10,14.0,Normal,Not Available,1 Year Onsite Warranty,45990
acer,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,58900
ASUS,Intel,Core i7  - 11th Gen,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,102490
DELL,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Premium Support,73990
GIGABYTE,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,73990
DELL,Intel,Core i7  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,14.0,Touchscreen,Office 2021,1 Year Onsite Warranty,108749
ASUS,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 10,17.3,Normal,Not Available,1 Year Onsite Warranty,64590
Infinix,Intel,Core i5  - 10th Gen,512,0,8,LPDDR4X,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,39990
ASUS,AMD,Ryzen 3 Dual Core,256,0,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,33990
Lenovo,Intel,Core i5  - 11th Gen,512,0,16,LPDDR4X,64 bit Windows 11,14.0,Normal,Not Available,1 Year Carry In Warranty,71990
GIGABYTE,Intel,Core i5  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,2 Year Carry In Warranty,99990
ASUS,Intel,Core i5  - 12th Gen,512,0,16,DDR5,Windows 11,13.4,Touchscreen,Office Home & Student,1 Year Onsite Warranty,136990
Lenovo,AMD,Ryzen 7 Octa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,76990
DELL,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,52990
ASUS,Intel,Celeron Dual Core,128,0,4,DDR4,64 bit Windows 11,11.6,Touchscreen,Not Available,1 Year Onsite Warranty,29990
DELL,AMD,Ryzen 5 Hexa Core,512,0,8,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,81490
DELL,Intel,Core i5  - 10th Gen,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,76990
ASUS,AMD,Ryzen 9 Octa Core,1024,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,199990
ASUS,Intel,Core i7  - 11th Gen,512,0,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Warranty,59490
ASUS,Intel,Core i3  - 12th Gen,256,0,8,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,44990
DELL,AMD,Ryzen 7 Octa Core,512,0,16,DDR5,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,99990
HP,Intel,Core i3  - 11th Gen,256,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,40490
ASUS,AMD,Ryzen 7 Octa Core,1024,0,16,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,140990
DELL,AMD,Ryzen 5 Quad Core,256,0,8,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,44990
HP,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,73200
DELL,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,57424
DELL,Intel,Core i3  - 11th Gen,256,0,8,DDR4,64 bit Windows 11,14.0,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,54900
DELL,AMD,Ryzen 3 Dual Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,44090
HP,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,14.0,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,72999
ALIENWARE,Intel,Core i7  - 10th Gen,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Limited Hardware Warranty + In Home Service After Remote Diagnosis,250000
DELL,Intel,Core i7  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,101990
DELL,Intel,Core i5  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,76288
ASUS,Intel,Core i5  - 11th Gen,512,0,8,LPDDR4X,64 bit Windows 11,14.0,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,74990
ASUS,AMD,Ryzen 9 Octa Core,2048,0,32,DDR5,64 bit Windows 11,16.0,Normal,Not Available,1 Year Onsite Warranty,361990
DELL,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,98890
DELL,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 10,14.0,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,79490
DELL,AMD,Ryzen 3 Dual Core,256,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,39090
DELL,Intel,Core i5  - 12th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,61677
DELL,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,71890
APPLE,Apple,M1 Pro,512,0,16,Unified Memory,Mac,16.2,Normal,Not Available,1 Year Limited Warranty,223990
DELL,Intel,Core i5  - 11th Gen,512,0,8,DDR4,64 bit Windows 11,14.0,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,79590
MSI,Intel,Core i5  - 10th Gen,512,0,8,DDR4,64 bit Windows 10,14.0,Normal,Not Available,1 Year Onsite Warranty,42990
Infinix,Intel,Core i5  - 10th Gen,512,0,16,LPDDR4X,64 bit Windows 11,14.0,Normal,Not Available,1 Year Onsite Warranty,40990
ASUS,Intel,Core i5  - 10th Gen,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,69490
APPLE,Apple,M1,512,0,8,DDR4,Mac,13.3,Normal,Not Available,1 Year Onsite Warranty,109990
Vaio,AMD,Ryzen 5 Quad Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Office 365,2 Year Onsite Warranty,50990
MSI,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,2 Year Warranty,194740
ASUS,Intel,Celeron Dual Core,128,0,4,DDR4,64 bit Windows 11,11.6,Normal,Not Available,1 Year Onsite Warranty,24190
ASUS,Intel,Core i5  - 10th Gen,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,51990
DELL,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 11,14.0,Touchscreen,Not Available,1 Year Onsite Warranty,91631
ASUS,Intel,Core i5  - 10th Gen,256,0,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Warranty,42990
MSI,Intel,Core i7  - 12th Gen,1024,0,16,DDR4,64 bit Windows 11,16.0,Normal,Not Available,2 Year Onsite & Carry In Warranty,124990
DELL,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,49890
HP,AMD,Ryzen 7 Octa Core,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,160990
Lenovo,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,58490
MSI,Intel,Core i7  - 12th Gen,1024,0,32,DDR5,64 bit Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,275990
acer,Intel,Core i5  - 7th Gen,128,1024,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,129999
HP,Intel,Core i7  - 12th Gen,512,0,16,LPDDR4X,64 bit Windows 11,13.5,Normal,Not Available,1 Year Onsite Warranty,130990
ALIENWARE,Intel,Core i7  - 10th Gen,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Complete Cover Warranty,214790
Lenovo,Intel,Celeron Dual Core,256,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,30890
ASUS,AMD,Ryzen 9 Octa Core,1024,0,16,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,161990
acer,Intel,Core i9  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,134990
ASUS,AMD,Ryzen 7 Octa Core,1024,0,16,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,135590
ASUS,Intel,Core i5  - 12th Gen,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,57990
APPLE,Apple,M2,512,0,8,Unified Memory,Mac,13.6,Normal,Not Available,1 Year Onsite Warranty,139990
MSI,Intel,Core i7  - 10th Gen,512,1024,32,DDR4,64 bit Windows 10,15.6,Normal,Not Available,2 Year Carry In Warranty,156090
ASUS,Intel,Core i7  - 10th Gen,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,88990
ASUS,Intel,Core i5  - 12th Gen,512,0,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Warranty,74990
acer,Intel,Core i5  - 11th Gen,256,1024,8,DDR4,64 bit Windows 10,14.0,Normal,Not Available,1 Year Carry In Warranty,56034
ASUS,Intel,Core i7  - 12th Gen,1024,0,16,LPDDR5,Windows 11,14.5,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,179990
HP,Intel,Core i7  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,105822
DELL,Intel,Core i5  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,16.0,Normal,Office Home & Student 2021,1 Year Onsite Warranty,75615
DELL,Intel,Core i5  - 10th Gen,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,77990
HP,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,63990
HP,Intel,Core i7  - 12th Gen,1024,0,16,LPDDR4X,Windows 11,13.3,Touchscreen,Not Available,1 Year Onsite Warranty,114990
ASUS,AMD,Ryzen 7 Quad Core  - 10th Gen,1024,1024,16,DDR4,Windows 11,14.0,Normal,Not Available,1 Year Warranty,160990
HP,Intel,Core i7  - 12th Gen,512,0,16,LPDDR4X,64 bit Windows 11,16.0,Touchscreen,Not Available,1 Year Onsite Warranty,145499
MSI,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,244990
HP,AMD,Ryzen 5 Quad Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,59990
ASUS,AMD,Ryzen 7 Octa Core,1024,0,8,DDR4,64 bit Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,89990
ASUS,AMD,Ryzen 7 Octa Core,1024,0,16,DDR5,64 bit Windows 11,16.0,Touchscreen,Not Available,1 Year Onsite Warranty,184990
DELL,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,77990
HP,AMD,Ryzen 7 Octa Core,512,0,16,DDR5,64 bit Windows 11,16.1,Normal,Office Home & Student 2021,1 Year Onsite Warranty,109990
MSI,Intel,Core i7  - 12th Gen,1024,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,140990
ASUS,Intel,Core i3  - 11th Gen,512,0,8,DDR4,64 bit Windows 11,14.1,Normal,Office Home & Student 2019,1 Year Onsite Warranty,39834
HP,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,64650
DELL,AMD,Ryzen 3 Quad Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,44190
acer,AMD,Ryzen 7 Octa Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,59990
HP,AMD,Ryzen 7 Octa Core,512,0,8,DDR4,64 bit Windows 11,16.1,Normal,Not Available,1 Year Onsite Warranty,80249
acer,Intel,Core i7  - 12th Gen,2048,0,32,LPDDR5,64 bit Windows 11,16.0,Normal,Not Available,1 Year International Travelers Warranty,229990
ASUS,Intel,Core i7  - 12th Gen,512,0,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,85541
ASUS,Intel,Core i7  - 12th Gen,1024,0,32,DDR5,64 bit Windows 11,16.0,Normal,Not Available,1 Year Onsite Warranty,239990
DELL,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,51690
acer,Intel,Core i7  - 12th Gen,1024,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,190990
DELL,AMD,Ryzen 3 Dual Core,512,0,8,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40690
DELL,Intel,Core i3  - 10th Gen,256,0,8,DDR4,64 bit Windows 10,14.0,Normal,Office Home & Student 2019,1 Year Onsite Warranty,41990
Infinix,Intel,Core i3  - 11th Gen,256,0,8,LPDDR4X,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,44990
Lenovo,Intel,Core i3  - 10th Gen,256,0,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,33900
acer,Intel,Core i5  - 8th Gen,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,100500
ASUS,Intel,Core i7  - 10th Gen,256,1024,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,87390
DELL,AMD,Ryzen 9 Octa Core,1024,0,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,146990
DELL,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 11,16.0,Normal,Office Home & Student 2021,1 Year Onsite Warranty,76205
ASUS,AMD,Ryzen 5 Hexa Core  - 10th Gen,512,0,16,DDR4,Windows 11,16.0,Normal,Not Available,1 Year Warranty,55990
HP,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,Windows 11,13.3,Touchscreen,Not Available,1 Year Domestic Warranty,74990
MSI,Intel,Core i7  - 11th Gen,1024,0,16,DDR4,64 bit Windows 10,15.6,Normal,Not Available,2 Year Warranty,206990
ALIENWARE,Intel,Core i7  - 10th Gen,512,0,16,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Limited Hardware Warranty + In Home Service After Remote Diagnosis,199990
ASUS,AMD,Ryzen 9 Octa Core,1024,0,16,DDR4,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,150990
GIGABYTE,Intel,Core i5  - 11th Gen,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,76990
DELL,Intel,Core i5  - 11th Gen,512,0,8,DDR4,64 bit Windows 10,14.0,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,78990
acer,AMD,Ryzen 5 Quad Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,51990
DELL,Intel,Core i3  - 10th Gen,256,1024,8,DDR4,64 bit Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,45590
Lenovo,Intel,Core i5  - 10th Gen,256,1024,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,75090
Lenovo,Intel,Core i3  - 10th Gen,256,0,8,DDR4,Windows 10,14.0,Normal,Not Available,2 Year Onsite Warranty,38980
HP,Intel,Core i3  - 11th Gen,256,0,8,DDR4,64 bit Windows 10,14.0,Normal,Office 2019,1 Year Onsite Warranty,41150
MSI,Intel,Core i7  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,16.0,Normal,Not Available,2 Year Onsite & Carry In Warranty,109990
DELL,AMD,Ryzen 5 Hexa Core,512,0,16,DDR4,64 bit Windows 11,16.0,Normal,Office Home & Student 2021,1 Year Onsite Warranty,67115
acer,Intel,Core i3  - 11th Gen,256,0,8,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,34610
MSI,Intel,Core i7  - 10th Gen,512,0,8,DDR4,64 bit Windows 10,14.0,Normal,Not Available,1 Year Carry In Warranty,56990
Infinix,Intel,Core i3  - 11th Gen,512,0,8,LPDDR4X,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,49990
DELL,AMD,Ryzen 7 Octa Core,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,98990
HP,AMD,Ryzen 7 Octa Core,512,0,16,DDR5,64 bit Windows 11,16.1,Normal,Not Available,1 Year Onsite Warranty,103070
acer,Intel,Core i5  - 12th Gen,512,0,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,57990
ASUS,Intel,Core i5  - 10th Gen,512,0,8,DDR4,64 bit Windows 10,17.3,Normal,Not Available,1 Year Onsite Warranty,73990
Lenovo,Intel,Core i7  - 10th Gen,512,0,8,LPDDR4X,64 bit Windows 10,14.0,Normal,Office Home & Student 2019,1 Year Onsite Warranty,90715
ASUS,AMD,Ryzen 7 Octa Core,1024,0,16,DDR5,64 bit Windows 11,16.0,Touchscreen,Not Available,1 Year Onsite Warranty,171990
ASUS,AMD,Ryzen 5 Hexa Core,512,0,16,DDR4,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,80990
MSI,AMD,Ryzen 5 Hexa Core,512,0,8,DDR4,64 bit Windows 10,15.6,Normal,Not Available,1 Year Carry In Warranty,66990
ASUS,Intel,Core i9  - 12th Gen,1024,0,16,LPDDR5,64 bit Windows 11,13.4,Touchscreen,Not Available,1 Year Onsite Warranty,181990
ASUS,AMD,Ryzen 7 Octa Core,1024,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,157990
ASUS,Intel,Core i3  - 11th Gen,256,0,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,42990
Lenovo,Intel,Core i3  - 10th Gen,256,0,4,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,37890
DELL,Intel,Core i5  - 12th Gen,512,0,16,DDR4,64 bit Windows 11,14.0,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,80615
DELL,Intel,Core i7  - 12th Gen,512,0,16,DDR5,64 bit Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,104029
