Brand,Processor_Brand,Processor_Type,Storage_SSD,Storage_HDD,RAM_GB,RAM_Type,OS,Display_Size,Display_Type,Office,Warranty,Price
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
DELL,Intel,Core i3  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,47990
Lenovo,Intel,Core i5  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,69990
Lenovo,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Carry In Warranty,46990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
APPLE,Apple,M1,512,,16,DDR4,Mac,13.3,Normal,Not Available,1 Year Limited Warranty,129990
HP,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Touchscreen,Not Available,1 Year Onsite Warranty,90490
APPLE,Apple,M2,512,,8,Unified Memory,Mac,13.6,Normal,Not Available,1 Year Limited Warranty,139990
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
APPLE,Apple,M1 Pro,1024,,16,Unified Memory,Mac,16.2,Normal,Not Available,1 Year Limited Warranty,243990
ASUS,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,,63990
ASUS,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,40970
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
ASUS,AMD,Ryzen 7 Octa Core,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,99990
HP,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,74990
acer,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,57990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
realme,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Domestic Warranty,46990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Not Available,2 Year Onsite Warranty,37990
acer,Intel,Core i3  - 11th Gen,256,1024 ,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Carry In Warranty,46040
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
ASUS,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,17.3,Normal,Not Available,1 Year Onsite Warranty,64590
DELL,AMD,Ryzen 5 Hexa Core,512,,16,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,,69990
Lenovo,Intel,Core i5  - 11th Gen,512,,16,LPDDR4X,Windows 11,14,Normal,Not Available,3 Year Warranty,69390
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
realme,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Domestic Warranty,46990
ASUS,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,35990
acer,AMD,Ryzen 3 Dual Core,512,,4,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,35499
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
ALIENWARE,Intel,Core i7  - 10th Gen,1024,,16,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Complete Cover Warranty,214790
Lenovo,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,61990
ASUS,Intel,Core i3  - 11th Gen,256,1024 ,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,45990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
ASUS,AMD,Ryzen 5 Hexa Core,512,,16,DDR4,Windows 11,16,Normal,Office Home & Student 2021,1 Year Onsite Warranty,57990
Lenovo,Intel,Core i3  - 11th Gen,256,1024 ,8,DDR4,Windows 11,15.6,Normal,Not Available,,38790
HP,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,16.1,Normal,Office Home & Student 2019,1 Year Onsite Warranty,79490
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
APPLE,Apple,M2,512,,8,Unified Memory,Mac,13.3,Normal,Not Available,1 Year Limited Warranty,139990
ASUS,AMD,Ryzen 9 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,161990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,38490
Lenovo,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,55990
ASUS,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,17.3,Normal,Not Available,1 Year Onsite Warranty,64590
acer,Intel,Core i3  - 11th Gen,256,1024 ,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Carry In Warranty,46040
ASUS,Intel,Core i3  - 11th Gen,512,,8,LPDDR4X,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,49990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
DELL,Intel,Core i5  - 11th Gen,256,1024 ,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,60390
Lenovo,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,61990
realme,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Domestic Warranty,46990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
ASUS,Intel,Core i3  - 11th Gen,256,1024 ,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,45990
ALIENWARE,Intel,Core i7  - 10th Gen,1024,,16,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Complete Cover Warranty,214790
APPLE,Apple,M1,256,,16,DDR4,Mac,13.3,Normal,Not Available,1 Year Limited Warranty,104990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
ASUS,AMD,Ryzen 5 Hexa Core,512,,16,DDR4,Windows 11,16,Normal,Office Home & Student 2021,1 Year Onsite Warranty,57990
APPLE,Apple,M2,512,,8,Unified Memory,Mac,13.3,Normal,Not Available,1 Year Limited Warranty,139990
ASUS,AMD,Ryzen 9 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,161990
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
MSI,Intel,Hexa Core i5  - 10th Gen,256,1024 ,8,DDR4,Windows 10,15.6,Normal,Not Available,2 Year Onsite Warranty,53500
HP,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,16.1,Normal,Office Home & Student 2019,1 Year Onsite Warranty,79490
Infinix,Intel,Core i5  - 10th Gen,512,,8,LPDDR4X,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,37990
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
APPLE,Apple,M2,512,,8,Unified Memory,Mac,13.6,Normal,Not Available,,139990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
HP,Qualcomm,Snapdragon 7c Gen 2,,,8,DDR3,Chrome,11,Touchscreen,Not Available,1 Year Onsite Warranty,29690
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
DELL,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 10,15.3,Normal,Office Home & Student 2019,1 Year Onsite Warranty,71890
DELL,Intel,Pentium Quad Core,256,,4,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Limited Hardware Warranty + In Home Service After Remote Diagnosis,30690
acer,AMD,Ryzen 5 Hexa Core,512,1024 ,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,99990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
Lenovo,Intel,Core i3  - 10th Gen,256,,4,DDR4,Windows 11,14,Normal,Not Available,1 Year Carry In Warranty,29390
ASUS,AMD,Ryzen 9 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,194990
DELL,Intel,Core i3  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,50090
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
HP,AMD,Athlon Dual Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,28990
APPLE,Apple,M2 Pro,1024,,16,Unified Memory,Mac,16,Normal,Not Available,1 Year Limited Warranty,269900
HP,Intel,Core i7  - 12th Gen,1024,,16,LPDDR4X,Windows 11,13.3,Touchscreen,Not Available,1 Year Onsite Warranty,109999
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
HP,Intel,Core i5  - 11th Gen,256,,8,DDR4,Chrome,14,Normal,Not Available,1 Year Onsite Warranty,56340
ASUS,Intel,Core i9  - 12th Gen,1024,,32,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,241990
ASUS,Intel,Core i9  - 12th Gen,1024,,32,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,281990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
APPLE,Apple,M2,512,,16,Unified Memory,Mac,13.3,Normal,Not Available,1 Year Limited Warranty,159990
HP,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Touchscreen,Not Available,1 Year Onsite Warranty,90490
Lenovo,Intel,Core i5  - 12th Gen,512,,8,LPDDR4X,Windows 11,14,Touchscreen,Not Available,1 Year Onsite Warranty,75990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
MSI,Intel,Core i3  - 12th Gen,512,,8,DDR4,Windows 11,14,Normal,Not Available,1 Year Carry In Warranty,45490
ASUS,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,81990
DELL,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,65890
Lenovo,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,55990
HP,Intel,Celeron Dual Core,,,4,LPDDR4,Chrome,14,Touchscreen,Not Available,1 Year Onsite Warranty,25990
DELL,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,,57390
ASUS,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty,57990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
HP,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,57990
HP,Intel,Celeron Dual Core,256,,8,DDR4,Windows 11,14,Normal,Not Available,,25490
ASUS,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,14,Touchscreen,Not Available,1 Year Onsite Warranty,66990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
Infinix,Intel,Core i5  - 10th Gen,512,,16,LPDDR4X,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,38990
MSI,Intel,Core i7  - 11th Gen,1024,,16,DDR4,Windows 10,15.6,Normal,Not Available,2 Year Carry In Warranty,129990
DELL,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,49890
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
HP,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,14,Touchscreen,Not Available,1 Year Onsite Warranty,77070
APPLE,Intel,Core i5  - 8th Gen,512,,8,DDR3,Mac,13.3,Normal,Not Available,1 Year Onsite Warranty,163990
DELL,Intel,Core i3  - 10th Gen,,1024 ,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty,41190
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
Infinix,Intel,Core i7  - 10th Gen,512,,16,LPDDR4X,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,46990
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,146990
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,129990
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
DELL,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,60900
Lenovo,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2021,2 Year Onsite Warranty,50990
ASUS,AMD,Ryzen 7 Octa Core,1024,,8,DDR4,Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,77990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
DELL,Intel,Core i7  - 12th Gen,512,,16,LPDDR4,Windows 11,13.3,Normal,Not Available,,90990
MSI,Intel,Core i5  - 9th Gen,512,,16,DDR4,Windows 10,,Matrix,Not Available,2 Year Warranty,74990
HP,Intel,Core i7  - 12th Gen,512,,16,LPDDR4X,Windows 11,16,Touchscreen,Not Available,1 Year Onsite Warranty,135990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
Mi,Intel,Core i7  - 10th Gen,512,,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Manufacturer Warranty,59990
DELL,AMD,Ryzen 3 Quad Core,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,,44190
ASUS,Intel,Core i5  - 12th Gen,512,,16,DDR5,Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,94990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
SAMSUNG,Intel,Core i5  - 12th Gen,512,,16,LPDDR4X,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,69990
ASUS,Intel,Core i5  - 12th Gen,512,,16,LPDDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,89990
ASUS,Intel,Core i3  - 12th Gen,512,,8,DDR4,Windows 11,14,Touchscreen,Not Available,1 Year Onsite Warranty,45990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
DELL,Intel,Core i9  - 11th Gen,1024,,32,DDR4,Windows 11,17.3,Normal,Not Available,,323990
acer,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,73990
HP,AMD,Ryzen 5 Quad Core,,1024 ,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,54990
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
ASUS,AMD,Ryzen 9 Octa Core,1024,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,174990
HP,Intel,Core i9  - 12th Gen,2048,,32,DDR5,Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,344736
ASUS,Intel,Pentium Quad Core,256,,8,LPDDR4X,Windows 11,13.3,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,41990
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
HP,Intel,Core i7  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,105822
APPLE,Apple,M2 Pro,1024,,16,Unified Memory,Mac,14,Normal,Not Available,1 Year Limited Warranty,249900
ASUS,Intel,Core i7  - 12th Gen,1024,,16,DDR5,Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,114990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
DELL,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,,158990
HP,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,40290
ASUS,Intel,Core i7  - 12th Gen,1024,,16,DDR5,Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,114990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
HP,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,51890
HP,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,14,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,69490
Infinix,Intel,Core i3  - 11th Gen,512,,8,LPDDR4X,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,33990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
HP,AMD,Ryzen 7 Octa Core,512,,16,DDR5,Windows 11,16.1,Normal,Office Home & Student 2021,1 Year Onsite Warranty,104990
DELL,Intel,Core i7  - 12th Gen,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,,123990
HP,AMD,Ryzen 5 Quad Core,512,,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,59990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,144990
ASUS,Intel,Core i9  - 12th Gen,1024,,32,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,229990
HP,Intel,Core i7  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,105822
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
DELL,AMD,Ryzen 3 Dual Core,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,40790
DELL,Intel,Core i7  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,,101990
Lenovo,AMD,Ryzen 7 Octa Core,1024,,16,DDR4,Windows 11,16,Normal,Office Home & Student 2019,3 Year Onsite Warranty + 3 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,139990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
ASUS,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,75490
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,43250
GIGABYTE,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,,65990
realme,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Domestic Warranty,46990
APPLE,Apple,M1 Pro,1024,,16,Unified Memory,Mac,14.2,Normal,Not Available,1 Year Limited Warranty,219990
ASUS,AMD,Ryzen 9 Octa Core,1024,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,177990
MSI,Intel,Core i3  - 12th Gen,512,,8,DDR4,Windows 11,14,Normal,Not Available,1 Year Carry In Warranty,45490
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
DELL,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,67477
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,,59490
acer,AMD,Ryzen 3 Dual Core,256,,8,DDR4,Windows 11,14,Normal,Not Available,1 Year International Travelers Warranty,29990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
HP,Intel,Core i5  - 12th Gen,512,,16,LPDDR4X,Windows 11,13.4,Touchscreen,Not Available,1 Year Onsite Warranty,85990
APPLE,Apple,M2,256,,16,Unified Memory,Mac,13.3,Normal,Not Available,1 Year Limited Warranty,139990
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,157990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
DELL,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,65390
acer,Intel,Core i7  - 12th Gen,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,156490
DELL,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,14,Normal,Not Available,,68390
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
DELL,Intel,Core i3  - 10th Gen,256,1024 ,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,45390
DELL,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 10,15.6,Normal,Not Available,,95890
DELL,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,54300
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
HP,AMD,Ryzen 3 Quad Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,37990
APPLE,Apple,M2,512,,8,Unified Memory,Mac,13.6,Normal,Not Available,1 Year Limited Warranty,131990
ASUS,Intel,Core i7  - 12th Gen,1024,,16,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,179990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
ASUS,AMD,Ryzen 9 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,161990
DELL,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,65359
DELL,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,70748
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,43500
Lenovo,AMD,Dual Core,256,,4,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Warranty,27990
Nokia,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,40990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
ASUS,Intel,Core i9  - 12th Gen,1024,,32,LPDDR5,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,159990
Lenovo,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,76000
DELL,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,14,Touchscreen,Not Available,,86990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
Lenovo,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,60990
ASUS,Intel,Core i7  - 11th Gen,1024,,16,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,101490
APPLE,Apple,M2 Pro,1024,,16,Unified Memory,Mac,14,Normal,Not Available,1 Year Limited Warranty,249900
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
Infinix,Intel,Core i3  - 11th Gen,256,,8,LPDDR4X,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,30990
HP,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,16.1,Normal,Not Available,1 Year Onsite Warranty,65750
