Brand,Processor_Brand,Processor_Type,Storage_SSD,Storage_HDD,RAM_GB,RAM_Type,OS,Display_Size,Display_Type,Office,Warranty,Price
APPLE,Apple,M2,256,,16,Unified Memory,Mac,13.6,Normal,Not Available,1 Year Limited Warranty,131990
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
DELL,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,14.96,Normal,Office Home & Student 2019,,70990
ASUS,Intel,Core i5  - 12th Gen,512,,16,LPDDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,89990
DELL,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 11,16,Normal,Office Home & Student 2021,,76205
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
Lenovo,Intel,Core i3  - 10th Gen,256,,4,DDR4,Windows 11,14,Normal,Not Available,,37990
ASUS,Intel,Core i9  - 12th Gen,1024,,32,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,229990
acer,AMD,Ryzen 7 Octa Core,256,1024 ,16,DDR4,Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,115990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
MSI,Intel,Core i7  - 12th Gen,1024,,32,DDR5,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,275990
DELL,AMD,Ryzen 5 Hexa Core,512,,16,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,,77490
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Not Available,,34690
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
Lenovo,Intel,Core i5  - 10th Gen,512,,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,62990
ASUS,Intel,Core i5  - 10th Gen,,1024 ,8,DDR4,Windows 10,14,Normal,Not Available,3 Year Manufacturer Warranty On The Device + 0.5 Year Manufacturer Warranty On Included Accessories,83990
MSI,Intel,Core i9  - 11th Gen,1024,,16,DDR4,Windows 10,16,Normal,Not Available,2 Year Onsite Warranty,210990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
HP,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 11,16.1,Normal,Not Available,1 Year Onsite Warranty,92395
DELL,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,14,Normal,Not Available,,52990
ASUS,AMD,Ryzen 7 Octa Core,2048,,32,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,224990
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
HP,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,54790
ASUS,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,41900
DELL,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,66190
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
DELL,AMD,Ryzen 5 Quad Core,256,,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,42990
ASUS,AMD,Ryzen 7 Octa Core,2048,,32,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,224990
MSI,Intel,Core i7  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,76990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
acer,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,59990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
acer,AMD,Ryzen 3 Dual Core,512,,4,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,27990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
APPLE,Apple,M1 Pro,512,,16,Unified Memory,Mac,16.2,Normal,Not Available,1 Year Limited Warranty,222990
ASUS,Intel,Core i9  - 12th Gen,1024,,16,LPDDR5,Windows 11,13.4,Touchscreen,Not Available,1 Year Onsite Warranty,181990
acer,Intel,Core i5  - 7th Gen,128,1024 ,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,129999
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
MSI,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,52990
ASUS,Intel,Core i5  - 10th Gen,,1024 ,4,DDR4,Windows 10,14,Normal,Not Available,1 Year Manufacturer Warranty On The Device + 0.5 Year Manufacturer Warranty On Included Accessories,61249
DELL,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 10,14,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,78990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
ASUS,Intel,Core i5  - 11th Gen,512,,16,LPDDR4X,Windows 11,13.3,Touchscreen,Not Available,,87990
HP,Intel,Core i7  - 12th Gen,512,,16,LPDDR4X,Windows 11,13.5,Normal,Not Available,1 Year Onsite Warranty,124990
DELL,Intel,Core i5  - 11th Gen,256,1024 ,8,DDR4,Windows 11,15.6,Normal,Not Available,,68490
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
HP,AMD,Ryzen 3 Dual Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,,34190
ASUS,Intel,Core i5  - 11th Gen,1024,,8,DDR4,Windows 11,15.6,Normal,Not Available,,85590
ASUS,Intel,Core i5  - 11th Gen,256,1024 ,16,DDR4,Windows 11,17.3,Normal,Not Available,1 Year Onsite Warranty,53990
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
acer,Intel,Core i3  - 11th Gen,256,,4,DDR4,Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,39244
DELL,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,14,Normal,Not Available,,52290
Lenovo,Intel,Core i7  - 11th Gen,512,,16,DDR4,Windows 10,15,Normal,Office Home & Student 2019,1 Year Onsite Warranty,140131
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
HP,AMD,Ryzen 7 Octa Core,1024,,16,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,160990
MSI,Intel,Core i7  - 12th Gen,1024,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,140990
DELL,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 10,14,Normal,Not Available,1 Year Onsite Warranty,69990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
DELL,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,43090
ASUS,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty,44990
DELL,AMD,Ryzen 3 Dual Core,512,,8,DDR4,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,42190
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
DELL,Intel,Core i3  - 12th Gen,256,,8,DDR5,Windows 11,14,Touchscreen,Not Available,,56749
MSI,Intel,Core i7  - 8th Gen,512,,16,DDR4,Windows 10,15.6,Normal,Not Available,2 Year Carry In Warranty,185790
Infinix,Intel,Core i5  - 10th Gen,512,,8,LPDDR4X,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,37990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
ASUS,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,88990
APPLE,Apple,M2,512,,8,Unified Memory,Mac,13.6,Normal,Not Available,1 Year Limited Warranty,131990
DELL,AMD,Ryzen 5 Hexa Core,512,,16,DDR4,Windows 10,15.6,Normal,Not Available,,79490
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
DELL,AMD,Ryzen 5 Quad Core,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,49890
ASUS,Intel,Core i7  - 11th Gen,1024,,16,LPDDR4X,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,86990
Lenovo,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,58990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
MSI,Intel,Core i7  - 10th Gen,1024,,32,DDR4,Windows 10,15.6,Normal,Not Available,2 Year Carry In Warranty,214990
MSI,Intel,Core i7  - 10th Gen,512,1024 ,32,DDR4,Windows 10,15.6,Normal,Not Available,2 Year Carry In Warranty,156090
HP,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty,59890
Lenovo,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,55990
MSI,Intel,Core i7  - 12th Gen,512,,16,DDR4,Windows 11,16,Normal,Not Available,2 Year Onsite & Carry In Warranty,100990
ASUS,Intel,Core i5  - 10th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,63980
GIGABYTE,Intel,Core i5  - 12th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Carry In Warranty,79990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
ASUS,Intel,Core i5  - 10th Gen,,1024 ,8,DDR4,DOS,14,Normal,Not Available,1 Year Manufacturer Warranty On The Device + 0.5 Year Manufacturer Warranty On Included Accessories,69290
ASUS,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,41990
GIGABYTE,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,,74990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
MSI,Intel,Core i7  - 10th Gen,512,1024 ,32,DDR4,Windows 10,15.6,Normal,Not Available,2 Year Carry In Warranty,156090
HP,AMD,Ryzen 7 Octa Core,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty,59890
ASUS,Intel,Core i5  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,62990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
DELL,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 10,14,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,74990
DELL,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,42890
Lenovo,AMD,Ryzen 7 Octa Core,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,109990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,16,Touchscreen,Not Available,1 Year Onsite Warranty,151990
Lenovo,Intel,Core i7  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,105990
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,137990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
DELL,Intel,Core i7  - 12th Gen,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,,246490
acer,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,57990
HP,AMD,Ryzen 5 Quad Core,512,,8,DDR4,Windows 10,15.6,Normal,Office 2019 & Office 365,1 Year Onsite Warranty,52575
Lenovo,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,55990
ASUS,AMD,Ryzen 9 Octa Core,2048,,32,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,361990
Lenovo,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,38990
ASUS,AMD,Ryzen 9 Octa Core,2048,,32,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,391990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
DELL,AMD,Ryzen 5 Quad Core,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,49890
DELL,Intel,Core i7  - 12th Gen,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,,129990
ASUS,Intel,Core i9  - 12th Gen,1024,,32,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,301990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
HP,AMD,Ryzen 3 Dual Core,256,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,38999
DELL,Intel,Pentium Quad Core,256,,4,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,35500
RedmiBook,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,44990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
ASUS,Intel,Core i5  - 12th Gen,512,,16,LPDDR5,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,114990
DELL,Intel,Core i7  - 12th Gen,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,,102107
Lenovo,Intel,Core i7  - 12th Gen,512,,16,DDR4,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,153890
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
ASUS,Intel,Core i7  - 12th Gen,1024,,16,LPDDR5,Windows 11,14.5,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,159990
HP,Intel,Core i7  - 12th Gen,1024,,16,DDR5,Windows 11,16.1,Normal,Office Home & Student 2021,1 Year Onsite Warranty,155490
Lenovo,Intel,Core i5  - 10th Gen,256,1024 ,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,76090
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
ASUS,AMD,Ryzen 9 Octa Core,1024,,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Onsite Warranty,94990
ASUS,Intel,Core i5  - 11th Gen,512,,8,LPDDR4X,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,74990
ASUS,AMD,Ryzen 5 Hexa Core,512,,16,LPDDR4X,Windows 11,14,Touchscreen,Not Available,1 Year Onsite Warranty,91990
Lenovo,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,55990
acer,Intel,Core i7  - 10th Gen,2048,,16,DDR4,Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,150490
ASUS,AMD,Ryzen 5 Hexa Core  - 10th Gen,512,,16,DDR4,Windows 11,16,Normal,Not Available,1 Year Warranty,54990
ASUS,AMD,Ryzen 9 Octa Core,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,99990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
acer,Intel,Core i7  - 10th Gen,256,1024 ,16,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,104490
acer,Intel,Core i5  - 8th Gen,512,,8,DDR4,Windows 10,15.6,Normal,Not Available,1 Year International Travelers Warranty,100500
acer,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,67990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
DELL,Intel,Core i9  - 12th Gen,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,,151990
HP,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,16.1,Normal,Not Available,1 Year Onsite Warranty,56960
ASUS,Intel,Core i9  - 12th Gen,1024,,16,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,219990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
Lenovo,Intel,Core i3  - 10th Gen,256,,4,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,2 Year Warranty,31990
ALIENWARE,Intel,Core i9  - 10th Gen,1024,,32,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Limited Hardware Warranty + In Home Service After Remote Diagnosis,345390
HP,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,16.1,Normal,Office Home & Student 2019,1 Year Onsite Warranty,67329
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Warranty,37490
ASUS,Intel,Core i9  - 12th Gen,1024,,32,DDR5,Windows 11,16,Normal,Not Available,1 Year Onsite Warranty,249990
ASUS,Intel,Core i5  - 12th Gen,512,,16,LPDDR5,Windows 11,14.5,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,124990
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
DELL,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,,158990
acer,Intel,Pentium Silver,256,,4,DDR4,Windows 11,14,Normal,Not Available,1 Year International Travelers Warranty,26490
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Touchscreen,Not Available,1 Year Onsite Warranty,55490
Lenovo,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,55990
DELL,AMD,Ryzen 7 Octa Core,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,,105990
ASUS,Intel,Pentium Quad Core,,1024 ,4,DDR4,Windows 10,15.6,Normal,Not Available,1 Year Onsite Warranty,23490
ASUS,Intel,Core i5  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,62990
ASUS,Intel,Core i3  - 10th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,32990
acer,AMD,Ryzen 3 Dual Core,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,35990
Infinix,Intel,Core i5  - 11th Gen,512,,16,LPDDR4X,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,47990
DELL,AMD,Ryzen 5 Hexa Core,512,,16,DDR4,Windows 11,16,Normal,Not Available,,67490
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
MSI,Intel,Core i9  - 12th Gen,1024,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,120990
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,DOS,14,Normal,Not Available,,37990
DELL,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 10,14,Touchscreen,Office Home & Student 2019,1 Year Onsite Warranty,79490
HP,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,14,Normal,Office Home & Student 2021,1 Year Onsite Warranty,40990
ASUS,Intel,Core i5  - 11th Gen,256,1024 ,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,60990
HP,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,54450
ASUS,Intel,Core i5  - 10th Gen,512,,8,LPDDR3,Windows 10,13.3,Normal,Office Home & Student 2019,1 Year Onsite Warranty,79990
ASUS,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,15.6,Normal,Office Home & Student,1 Year Onsite Warranty,76990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 10,13,Normal,Office Home & Student 2019,1 Year Onsite Warranty,59990
Lenovo,Intel,Core i7  - 10th Gen,512,,16,DDR4,Windows 10,15.6,Normal,Office Trial Only,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,86490
ASUS,Intel,Core i5  - 11th Gen,512,,8,LPDDR4X,Windows 11,14,Touchscreen,Office Home & Student 2021,1 Year Onsite Warranty,69990
MSI,Intel,Core i5  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite & Carry In Warranty,52990
Lenovo,Intel,Core i3  - 11th Gen,256,1024 ,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On,35499
DELL,Intel,Core i3  - 10th Gen,,1024 ,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Limited Hardware Warranty + In Home Service After Remote Diagnosis,42990
DELL,AMD,Ryzen 7 Octa Core,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,,127990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
Lenovo,AMD,Ryzen 3 Dual Core,256,,8,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Warranty,37990
DELL,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 10,15.6,Normal,Office Home & Student 2019,1 Year Onsite Warranty,73890
HP,AMD,Ryzen 5 Hexa Core,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Onsite Warranty,52490
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Onsite Warranty,32890
ASUS,AMD,Ryzen 7 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty,148568
APPLE,Intel,Core i5  - 5th Gen,128,,8,DDR3,Mac,13.3,Normal,Not Available,1 Year Carry In Warranty,74490
GIGABYTE,Intel,Core i7  - 12th Gen,1024,,16,DDR4,Windows 11,15.6,Normal,Not Available,2 Year Carry In Warranty,193990
Lenovo,Intel,Core i3  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,2 Year Onsite Warranty,37248
MSI,Intel,Core i7  - 12th Gen,1024,,16,DDR4,Windows 11,16,Normal,Not Available,2 Year Onsite & Carry In Warranty,114990
ASUS,Intel,Core i5  - 12th Gen,512,,16,DDR5,Windows 11,15.6,Normal,Not Available,1 Year Warranty,95063
ASUS,Intel,Core i3  - 12th Gen,512,,8,DDR4,Windows 11,15.6,Touchscreen,Not Available,,43990
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990
ASUS,Intel,Celeron Dual Core,,,4,LPDDR4,Chrome,15.6,Touchscreen,Not Available,1 Year Onsite Warranty,22390
DELL,Intel,Core i5  - 10th Gen,512,,8,DDR4,Windows 10,14,Normal,Office Home & Student 2019,1 Year Limited Hardware Warranty + In Home Service After Remote Diagnosis,89590
ASUS,Intel,Core i5  - 10th Gen,,1024 ,8,DDR4,Windows 10,14,Normal,Not Available,1 Year Manufacturer Warranty On The Device + 0.5 Year Manufacturer Warranty On Included Accessories,62490
Lenovo,Intel,Core i5  - 11th Gen,512,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,50990
DELL,Intel,Core i3  - 10th Gen,256,1024 ,8,DDR4,Windows 11,15.6,Normal,Office Home & Student 2021,1 Year Onsite Warranty,46400
Infinix,Intel,Core i3  - 10th Gen,256,,8,LPDDR4X,Windows 11,14,Normal,Not Available,1 Year Onsite Warranty,30990
acer,Intel,Core i5  - 11th Gen,512,,16,DDR4,Windows 11,15.6,Normal,Not Available,1 Year International Travelers Warranty,61920
Lenovo,Intel,Core i3  - 11th Gen,256,,8,DDR4,Windows 11,15.6,Normal,Not Available,1 Year Carry In Warranty,34990
DELL,AMD,Ryzen 9 Octa Core,1024,,16,DDR5,Windows 11,15.6,Normal,Not Available,,146990
DELL,Intel,Core i5  - 12th Gen,512,,8,DDR5,Windows 11,14,Touchscreen,Not Available,,76490
DELL,AMD,Ryzen 5 Hexa Core,512,,8,DDR5,Windows 11,15.6,Normal,Not Available,,81490
